"nr","cod LMI","val","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","adresa","latitudine","longitudine","cota","cod postal","stare generală","program","tipul monumentului","datare","tipul patrimoniului","observatii"
1153,"CJ-II-m-B-07641.02","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Claustrul mănăstirii franciscane","Str. Bobâlna 8",47.029927,23.908099,256,405300,"Stare medie","Clădire de cult","Claustru","sec. XVIII-XIX","Patrimoniu religios",
1154,"CJ-II-m-B-07642","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Liceul ""Petru Maior""","Str. Bobâlna 14",47.032777,23.909636,254,405300,"Stare medie","Clădire pentru învățământ",,1896,"Patrimoniu reprezentativ",
1155,"CJ-II-m-B-07643","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Bobâlna 16",47.031088,23.908596,254,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă","înc. sec. XX","Patrimoniu domestic urban",
1156,"CJ-II-m-B-07644","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Biserica armeano - catolică ""Solomon""","Str. Cloșca 7",47.026975,23.910112,254,405300,"Stare medie","Clădire de cult","Biserică","1723 - 1724","Patrimoniu religios",
1157,"CJ-II-m-B-07645","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Dragoș Vodă 8",47.027364,23.908861,255,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
1158,"CJ-II-m-B-07646","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Dragoș Vodă 9",47.027202,23.90923,254,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
1160,"CJ-II-m-B-07648","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Piața Libertății 10",47.028592,23.906676,255,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă",1751,"Patrimoniu domestic urban",
1161,"CJ-II-m-B-07649","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Piața Libertății 11",47.028705,23.906783,255,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
1162,"CJ-II-m-B-07650","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă, azi farmacie","Piața Libertății 12",47.028827,23.906864,255,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă",1747,"Patrimoniu domestic urban",
1163,"CJ-II-m-B-07651","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Piața Libertății 13",47.028997,23.906997,255,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
1164,"CJ-II-m-B-07652","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Mihai Viteazul 2",47.028727,23.908712,256,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă",1814,"Patrimoniu domestic urban",
1166,"CJ-II-m-B-07654","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Mihai Viteazul 8",47.029297,23.90905,256,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă",1760,"Patrimoniu domestic urban",
1167,"CJ-II-m-B-07655","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Mihai Viteazul 11",47.030015,23.90894,256,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă",1808,"Patrimoniu domestic urban",
1168,"CJ-II-m-B-07656","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Mihai Viteazul 12",47.029611,23.909228,256,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă",1767,"Patrimoniu domestic urban",
1169,"CJ-II-m-B-07657","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Mihai Viteazul 15",47.030289,23.909107,255,405300,"Stare medie","Clădire de locuit (unifamilială, co","Locuire civilă",1762,"Patrimoniu domestic urban",
1170,"CJ-II-m-B-07658","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Cetatea Martinuzzi","Str. Mureșanu Andrei",47.036295,23.908214,252,405300,"-","Clădiri cu caracter militar (fortificații, cetăți etc.)","Cetate","sec. XVI","Patrimoniu reprezentativ","Funcționează ca penitenciar. Nu este vizitabilă."
1171,"CJ-II-m-B-07659","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Romană 2",47.031853,23.912088,252,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1753,"Patrimoniu domestic urban","Clădirile de pe strada Romană au fost renumerotate."
1172,"CJ-II-m-B-07660","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casa Balta","Str. Romană 4",47.03211,23.912105,253,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1786,"Patrimoniu domestic urban","Clădirile de pe strada Romană au fost renumerotate."
1173,"CJ-II-m-B-07661","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Romană 9",,,,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1817,"Patrimoniu domestic urban","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă."
1174,"CJ-II-m-B-07662","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Romană 16",,,,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1787,"Patrimoniu domestic urban","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă."
1175,"CJ-II-m-B-07663","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Romană 21",,,,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1846,"Patrimoniu domestic urban","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă."
1176,"CJ-II-m-B-07664","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Romană 31",,,,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă."
1177,"CJ-II-m-B-07665","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Romană 33",,,,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă."
1178,"CJ-II-m-B-07666","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Speranția Theodor 1",47.026019,23.90473,255,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban","Clădirea a fost alterată."
1179,"CJ-II-m-B-07667","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Speranția Theodor 3",47.026127,23.904397,256,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1777,"Patrimoniu domestic urban","Clădirea a fost alterată."
1180,"CJ-II-m-B-07668","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă","Str. Ștefan cel Mare 3",47.027183,23.90765,256,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1739,"Patrimoniu domestic urban",
1181,"CJ-II-m-B-07669","B",127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casa parohială a bisericii armeano -catolice","Str. Ștefan cel Mare 5",47.026993,23.907529,255,405300,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1761,"Patrimoniu domestic urban",
1016,"CJ-II-m-B-07526","B",127,"CLUJ",55384,"oraș","GHERLA",55400,"BĂIȚA","Biserica ""Sf. Arhangheli Mihail și Gavriil""",53,,,,405301,"-","Clădire de cult","Biserică","sec. XVII","Patrimoniu religios",
1288,"CJ-II-m-B-07763","B",127,"CLUJ",55384,"oraș","GHERLA",55428,"SILIVAȘ","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",98,46.988725,23.867978,306,405303,"-","Clădire de cult","Biserică",1827,"Patrimoniu religios",
1192,"CJ-II-m-A-07679","A",127,"CLUJ",55446,"oraș","HUEDIN",55455,"HUEDIN","Biserica reformată","Piața Republicii",46.864081,23.025708,549,405400,"-","Clădire de cult","Biserică","sec. XIII - XIV","Patrimoniu religios",
1190,"CJ-II-m-B-07677","B",127,"CLUJ",55446,"oraș","HUEDIN",55455,"HUEDIN","Casa Bogdan","Str. Clujului 11",46.861121,23.032218,546,405400,"-","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban","Posibil strada Protopop Aurel Munteanu nr. 11."
1191,"CJ-II-m-B-07678","B",127,"CLUJ",55446,"oraș","HUEDIN",55455,"HUEDIN","Conacul Barcsay, azi școală","Str. Iancu Avram 41",46.857871,23.025836,556,405400,"-","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
1022,"CJ-II-m-B-07532","B",127,"CLUJ",55446,"oraș","HUEDIN",55464,"BICĂLATU","Biserica reformată",73,46.879295,23.052751,447,405401,"Stare medie","Clădire de cult","Biserică","sec. XVII","Patrimoniu religios",
1000,"CJ-II-m-B-07509","B",127,"CLUJ",55473,"comună","AGHIREȘU",55482,"AGHIREȘU","Biserica reformată",30,46.869388,23.242684,467,407005,"Stare medie","Clădire de cult","Biserică","sec. XIII -XV","Patrimoniu religios",
1001,"CJ-II-m-B-07510","B",127,"CLUJ",55473,"comună","AGHIREȘU",55482,"AGHIREȘU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",157,46.873087,23.239547,452,407005,"Stare bună","Clădire de cult","Biserică",1780,"Patrimoniu religios",
1002,"CJ-II-m-B-07511","B",127,"CLUJ",55473,"comună","AGHIREȘU",55482,"AGHIREȘU","Ruinele castelului Bocskay",367,46.870227,23.237363,457,407005,"Colaps","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel",1572,"Patrimoniu reprezentativ",
1003,"CJ-II-m-B-07512","B",127,"CLUJ",55473,"comună","AGHIREȘU",55491,"AGHIREȘU-FABRICI","Biserica de lemn ""Nașterea Maicii Domnului""",284,46.871715,23.276545,450,407010,"Stare medie","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1015,"CJ-II-m-B-07525","B",127,"CLUJ",55473,"comună","AGHIREȘU",55516,"BĂGARA","Biserica reformată",158,46.86453,23.300245,437,407007,"Stare medie","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1095,"CJ-II-m-B-07590","B",127,"CLUJ",55473,"comună","AGHIREȘU",55525,"DÂNCU","Biserica de lemn ""învierea Domnului""",127,46.908893,23.225276,382,407008,"-","Clădire de cult","Biserică",1740,"Patrimoniu religios",
1114,"CJ-II-a-B-07607","B",127,"CLUJ",55473,"comună","AGHIREȘU",55534,"DOROLȚU","Ansamblul bisericii reformate",45,46.859303,23.30056,435,407009,"Stare medie","Clădire de cult","Biserică","sec. XIV-XIX","Patrimoniu religios",
1115,"CJ-II-m-B-07607.01","B",127,"CLUJ",55473,"comună","AGHIREȘU",55534,"DOROLȚU","Biserica reformată",45,46.859303,23.30056,435,407009,"Stare medie","Clădire de cult","Biserică","sec. XIV-XVII","Patrimoniu religios",
1116,"CJ-II-m-B-07607.02","B",127,"CLUJ",55473,"comună","AGHIREȘU",55534,"DOROLȚU","Clopotnița bisericii reformate",45,46.859303,23.30056,435,407009,"-","Clădire de cult","Turn-clopotniță","sec. XIX","Patrimoniu religios",
1214,"CJ-II-m-B-07699","B",127,"CLUJ",55473,"comună","AGHIREȘU",55561,"MACĂU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",60,,,,407013,"-","Clădire de cult","Biserică",1730,"Patrimoniu religios","Posibil colaps."
1305,"CJ-II-m-B-07780","B",127,"CLUJ",55473,"comună","AGHIREȘU",55570,"TICU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",14,46.909167,23.243374,413,407014,"-","Clădire de cult","Biserică",1641,"Patrimoniu religios","Posibil alterată puternic."
1306,"CJ-II-m-B-07781","B",127,"CLUJ",55473,"comună","AGHIREȘU",55589,"TICU-COLONIE","Biserica de lemn ""Sf. Varvara""",78,46.920788,23.232973,418,407016,"-","Clădire de cult","Biserică",1735,"Patrimoniu religios",
1004,"CJ-II-m-B-07513","B",127,"CLUJ",55598,"comună","AITON",55605,"AITON","Biserică de lemn",16,,,,407025,"-","Clădire de cult","Biserică",1711,"Patrimoniu religios",
1005,"CJ-II-m-B-07515","B",127,"CLUJ",55598,"comună","AITON",55605,"AITON","Biserica reformată",161,46.681456,23.736947,617,407025,"-","Clădire de cult","Biserică","sec. XVIII-XIX","Patrimoniu religios",
1006,"CJ-II-m-B-07516","B",127,"CLUJ",55623,"comună","ALUNIȘ",55632,"ALUNIȘ","Biserica reformată",128,47.042471,23.747264,338,407030,"Pre-colaps","Clădire de cult","Biserică","sec. XVII","Patrimoniu religios",
1081,"CJ-II-m-B-07578","B",127,"CLUJ",55623,"comună","ALUNIȘ",55641,"CORNENI","Conacul Schilling",,47.073456,23.734991,391,407031,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XVIII-XIX","Patrimoniu reprezentativ","Sat Corneni, comuna Aluniș. Funcționează ca locuință. Nu este vizitabil."
1182,"CJ-II-m-B-07670","B",127,"CLUJ",55623,"comună","ALUNIȘ",55650,"GHIROLT","Biserica reformată",,47.037329,23.784667,333,407032,"Stare medie","Clădire de cult","Biserică","sec. XVI","Patrimoniu religios",
1263,"CJ-II-m-B-07740","B",127,"CLUJ",55623,"comună","ALUNIȘ",55669,"PRUNENI","Biserica de lemn ""înălțarea Sf. Cruci""",42,47.044624,23.713578,436,407033,"Stare medie","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1008,"CJ-II-m-B-07518","B",127,"CLUJ",55687,"comună","APAHIDA",55696,"APAHIDA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""","Str. Crișan 14",46.807409,23.75382,302,407035,"Stare bună","Clădire de cult","Biserică",1806,"Patrimoniu religios",
1009,"CJ-II-m-B-07519","B",127,"CLUJ",55776,"comună","AȘCHILEU",55785,"AȘCHILEU MARE","Biserica de lemn ""Sf. îngeri""",176,46.982389,23.489644,387,407046,"Stare medie","Clădire de cult","Biserică",1825,"Patrimoniu religios",
1010,"CJ-II-m-B-07520","B",127,"CLUJ",55776,"comună","AȘCHILEU",55794,"AȘCHILEU MIC","Biserica de lemn ""Sf. îngeri""",41,46.985905,23.436817,410,407047,"Stare bună","Clădire de cult","Biserică",1801,"Patrimoniu religios",
1084,"CJ-II-m-B-07581","B",127,"CLUJ",55838,"comună","BACIU",55856,"CORUȘU","Casă parohială",220,46.847455,23.506927,457,407056,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVII","Patrimoniu religios","Locație probabilă. Posibil puternic alterat."
1226,"CJ-II-m-B-07708","B",127,"CLUJ",55838,"comună","BACIU",55865,"MERA","Biserica reformată",301,46.814746,23.453255,409,407057,"Stare bună","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1262,"CJ-II-m-B-07739","B",127,"CLUJ",55838,"comună","BACIU",55874,"POPEȘTI","Conacul Bornemisza - Matskassy",155,46.824252,23.532285,514,407058,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac",1804,"Patrimoniu domestic rural","Proprietate privată."
1274,"CJ-II-m-B-07749","B",127,"CLUJ",55838,"comună","BACIU",55892,"SĂLIȘTEA NOUĂ","Biserica de lemn ""Nașterea Sf. Ioan Botezătorul""","52A",46.872419,23.490148,478,407061,"-","Clădire de cult","Biserică",1750,"Patrimoniu religios",
1297,"CJ-II-m-B-07772","B",127,"CLUJ",55838,"comună","BACIU",55909,"SUCEAGU","Biserica reformată",307,46.782775,23.461812,437,407062,"-","Clădire de cult","Biserică","1747 -1749","Patrimoniu religios",
1271,"CJ-II-m-B-07746","B",127,"CLUJ",55918,"comună","BĂIȘOARA",56005,"SĂCEL (LITEA)","Ruinele cetății Lita",,46.608369,23.426819,740,407074,"Colaps","Clădiri cu caracter militar (fortificații, cetăți etc.)","Cetate","sec. XIII -XV","Patrimoniu reprezentativ","Accesibilitate dificilă. Lipsă indicatoare și marcaje."
1085,"CJ-II-m-B-07582","B",127,"CLUJ",56096,"comună","BOBÂLNA",56149,"CREMENEA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",32,47.144136,23.723034,279,407089,"Stare medie","Clădire de cult","Biserică",1677,"Patrimoniu religios",
1024,"CJ-II-a-A-07534","A",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Castelul Banffy","152-154",,,,407105,"-","Clădire de locuit (unifamilială, co","Castel","1652, amplif. 1750 -1850","Patrimoniu reprezentativ",
1025,"CJ-II-m-A-07534.01","A",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Corpul 1 al castelului","152-154",46.910492,23.81018,277,407105,"Stare medie","Clădire de locuit (unifamilială, co","Castel","1652, amplif. 1750 -1850","Patrimoniu reprezentativ",
1026,"CJ-II-m-A-07534.02","A",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Corpul 2 al castelului","152-154",46.909775,23.810009,277,407105,"Stare medie","Clădire de locuit (unifamilială, co","Castel","1652, amplif. 1750 -1850","Patrimoniu reprezentativ",
1027,"CJ-II-m-A-07534.03","A",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Corpul 3 al castelului","152-154",46.90994,23.810688,278,407105,"Stare foarte bună","Clădire de locuit (unifamilială, co","Castel","sec. XVI","Patrimoniu reprezentativ",
1028,"CJ-II-m-A-07534.04","A",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Moară","152-154",46.910767,23.811704,277,407105,"Stare medie",,"Moară","înc. sec. XIX","Patrimoniul preindustrial prelucrător",
1031,"CJ-II-m-A-07534.07","A",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Zidul de incintă al parcului castelului","152-154",46.91068,23.811319,277,407105,"Pre-colaps","Amenajare peisajeră-agrement (parc, grădină, scuar ș.a.)","Zid de incintă",1952,"Patrimoniu reprezentativ",
1030,"CJ-II-s-A-07534.06","A",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Parcul","152-154",46.909875,23.807984,277,407105,"Stare medie","Amenajare peisajeră-agrement (parc, grădină, scuar ș.a.)",,"sec. XVIII","Patrimoniu reprezentativ",
1266,"CJ-II-a-A-07742","A",127,"CLUJ",56210,"comună","BONȚIDA",56247,"RăSCRUCI","Castelul Banffy, azi Școala ajutătoare","Str. Principală 484",46.906494,23.774284,284,407107,"-","Clădire de locuit (unifamilială, co","Castel","sec. XVIII","Patrimoniu reprezentativ",
1267,"CJ-II-m-A-07742.01","A",127,"CLUJ",56210,"comună","BONȚIDA",56247,"RăSCRUCI","Corp clădire castel","Str. Principală 484",46.906494,23.774284,284,407107,"Stare medie","Clădire de locuit (unifamilială, co","Castel","sec. XVIII","Patrimoniu reprezentativ",
1032,"CJ-II-a-B-07535","B",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Ansamblul bisericii reformate",265,46.910077,23.812654,279,407105,"Stare medie","Clădire de cult","Biserică","sec. XIII","Patrimoniu religios",
1029,"CJ-II-m-B-07534.05","B",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Grânarele","152-154",,,,407105,"-",,,"sec. XIX","Patrimoniul preindustrial prelucrător",
1033,"CJ-II-m-B-07535.01","B",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Biserica reformată",265,46.910077,23.812654,279,407105,"Stare medie","Clădire de cult","Biserică","sec. XIII","Patrimoniu religios",
1034,"CJ-II-m-B-07535.02","B",127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Clopotniță de lemn a bisericii reformate",265,46.910077,23.812654,279,407105,"Stare medie","Clădire de cult","Turn-clopotniță","sec. XVIII-XIX","Patrimoniu religios",
1075,"CJ-II-m-B-07572","B",127,"CLUJ",56210,"comună","BONȚIDA",56229,"COASTA","Conacul Dujardin, azi școală generală",120,46.883999,23.898566,313,407106,"Pre-colaps","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XVIII-XIX","Patrimoniu domestic rural",
1268,"CJ-II-s-B-07742.02","B",127,"CLUJ",56210,"comună","BONȚIDA",56247,"RăSCRUCI","Parc","Str. Principală 484",46.906494,23.774284,284,407107,"-",,,"sec. XVIII","Patrimoniu reprezentativ",
